start	end	text
546000	552000	It will sequence and digitize your genome on your phone, right?
552000	557000	It can be done, but it's okay.
557000	560000	And, okay, keystroke dynamics.
560000	566000	So, keystroke dynamics are, remember we talked about how attacking keyboards, right, listening to these?
566000	569000	Well, remember about keystrokes, right?
569000	572000	The way you type is fairly unique.
572000	579000	Unless you are particularly like, I don't know, tired or injured or somehow sick.
579000	581000	You know, you generally type in the same way.
581000	586000	So, imagine the system and it has, it is being deployed.
586000	591000	It is deployed in many industrial and government organizations, usually larger organizations,
591000	599000	where you enroll by essentially typing stuff, maybe for training the model for a few days.
599000	603000	Then sort of a profile is created, right?
603000	604000	Features are extracted.
604000	608000	Machine learning, obviously, is used to extract the features from your typing model.
608000	612000	And that becomes your biometric keystroke profile.
612000	613000	What is the idea?
613000	620000	The idea is that you don't come to the building and start typing for a few minutes on a keyboard in order for the door to open.
620000	623000	That's not what this biometric is for.
623000	629000	It's really for monitoring dynamically whether you are the same person who authenticated to begin with.
629000	639000	So, the idea is you came to work, okay, typical scenario, you came to work, you logged into your terminal, desktop, whatever, okay?
639000	642000	And then you walked away.
642000	644000	Never happens to you?
644000	648000	Please tell me it does, because I know it happens.
648000	649000	Right?
649000	651000	You log in and you walk away.
651000	654000	Now, at home, maybe your cat will walk on the keyboard.
654000	660000	Or your roommate will, you know, type an obscene message, because they prank you or something like that.
660000	668000	But, at work, there could be an insider colleague who may not be so humorous, may actually want to cause harm.
668000	669000	Right?
669000	673000	So, they will come and start typing, but they cannot replicate your typing pattern.
673000	678000	So, the idea is that the system will recognize, oh, that's not the same person who was here before.
678000	682000	So, that's the form of biometric.
682000	687000	The best biometric, hands down, that I've ever seen in my life, was done by IBM.
687000	691000	And it was done actually as early as, like, late 80s or early 90s.
691000	693000	And I believe it still exists.
693000	695000	Like, just two years ago, it still existed.
695000	697000	It was extremely expensive.
697000	700000	But it was based on writing.
700000	703000	Not typing, writing.
703000	704000	The idea was very simple.
704000	707000	You have a pad, right?
707000	708000	Dedicated like a hardware device.
708000	709000	It's like a pad.
709000	710000	You write on.
710000	715000	Kind of like the one, you know, when you sign your signature in a grocery store, when you
715000	717000	buy something, you know, and ask it to sign here.
717000	719000	But nobody cares what you actually sign.
719000	722000	You can just, like, put a dot there and nobody verifies.
722000	728000	Well, but imagine something much more sophisticated, which is the size of a laptop screen.
728000	729000	But it's, like, horizontal.
729000	730000	You come to it, it has a stylus, right?
730000	731000	Everybody knows what a stylus is.
731000	732000	And it says, write something.
732000	733000	Right?
733000	734000	It challenges you to write, like, a sentence.
734000	735000	Right?
735000	736000	Today I went to work.
736000	737000	So you write the sentence using your handwriting.
737000	738000	Remember handwriting?
738000	739000	It's still a thing.
739000	740000	Right?
740000	743000	And what it does, it's not just measuring the shape of the legs.
743000	744000	Because if you just do that, that's easily spoolable.
744000	745000	Right?
745000	754000	It's just the shape of the letters because I can probably, I'm pretty decent in calligraphy.
754000	756000	I can probably imitate your writing style.
756000	761000	If I see how you write, I will write a sentence, but it's not a sentence.
761000	765000	But what I'm really going to do is, you know, I will write a sentence.
765000	766000	Today I went to work.
766000	768000	So you write the sentence using your handwriting, remember handwriting, still a thing.
768000	769000	Right?
769000	772000	And what it does, is not just measuring the shape of the legs.
772000	778000	And so many people are able to do this, algorithms are even better at this, right?
778000	783000	In fact, algorithms are better than people today, so if you can train an algorithm on somebody's writing style,
783000	789000	give them a few scanned, you know, letters, handwritten letters, et cetera, notes,
789000	793000	it will generate excellent quality fakes.
793000	799000	So shape is important, but it's not negligible, but it's not what's being used.
799000	803000	What is being used to other things? Pressure, you put on the stylus,
803000	807000	because when you write with a pen or pencil or anything that is a writing implement,
807000	809000	you're putting a certain amount of pressure.
809000	813000	And that pressure varies depending on what it is you're writing.
813000	820000	As you're circling the letter O, you're putting a different pressure than when you're completing the letter R.
820000	823000	Okay, that turns out to be unique for you.
823000	827000	The other thing that is unique to you is acceleration.
827000	834000	The acceleration of the stylus as you write those letters is very important and it is unique.
834000	844000	The combination of shape, acceleration, and pressure are a winning combination that makes this an amazing biometric technology,
844000	847000	but it is incredibly expensive.
847000	852000	So how would you attack it?
852000	854000	Well, shapes can be attacked, as I just told you, right?
854000	859000	You can train an algorithm to generate shapes the same as anybody is.
859000	870000	Acceleration might be, might be attackable if you carefully and very precisely film somebody, right?
870000	873000	Film somebody, write it.
873000	875000	Because you can measure the speed, right?
875000	879000	If you have a camera, like a hidden camera place somewhere,
879000	883000	and it's recording how somebody is writing, you will know the acceleration.
883000	886000	And you might be able to design, not a human,
886000	890000	you might be able to train a robot to do this.
890000	897000	But what you cannot replicate is at least the pressure because that's not something you can film.
897000	905000	So the only way to attack a system like that is to actually get the user to use a fake entry device.
905000	911000	To present the user with a tablet that is fake and record both pressure and acceleration over time,
911000	912000	then maybe.
912000	915000	But the barrier to this attack is high.
915000	916000	Now.
916000	920000	My question would be, is handwriting considered stable enough though?
920000	925000	Because a lot of people, like, even on a day-to-day basis, if you're angry, you write more aggressive.
925000	926000	Exactly, exactly.
926000	927000	Yes.
927000	929000	Handwriting, generally there is some stability.
929000	931000	The way you're shaped.
931000	937000	You might shape your A's differently, but there's a finite shape of A that you use when you're angry,
937000	939000	when you're relaxed, etc.
939000	940000	Okay?
940000	944000	So your jerkiness, right, might be different, right?
944000	949000	Sometimes you write smoothly, slowly, and sometimes you write quickly because you're under pressure.
949000	953000	But generally the shapes stay more or less the same.
953000	955000	But again, shape is just one.
955000	959000	The pressure and the acceleration.
959000	962000	You might fail.
962000	968000	I mean, I don't know actually, to be fair, what is the insult rate of this.
968000	973000	But I know it has been used specifically in insurance companies and banks.
973000	977000	So when they came up with it, they had this huge number of customers, all these big banks.
977000	985000	And they wanted to make sure that all the, you know, high level officers of the banks and insurance companies were authenticated using that.
985000	987000	Because they dealt with, obviously, a lot of money.
987000	989000	Would it be stable over time though?
989000	990000	They claim it was.
990000	992000	I've used it myself.
992000	994000	It seemed very natural.
994000	995000	Not very burdensome.
995000	1000000	I mean, again, not something you want to use instead of badges, right?
1000000	1004000	But it's something you want to use if somebody wants to access a highly secure facility.
1004000	1005000	Or there's a terminal, right?
1005000	1008000	You want to log in instead of typing username and password.
1008000	1009000	Just do this.
1009000	1010000	That's reasonable.
1010000	1015000	If you're interested, there's an article about that.
1015000	1022000	Okay, so there are a couple of biometrics that we've played around here at UCI in my research group.
1022000	1026000	And one of them, well, one of them is not on the slides because it's just too hilarious.
1026000	1032000	It's called, so I won't bother you with showing you anything because you could probably imagine the picture.
1032000	1034000	It's called ascentication.
1034000	1041000	Basically, the idea is to instrument a chair, an office chair, with pressure sensors.
1041000	1043000	And if you think it's a joke, it's not.
1043000	1045000	There was actually a paper published about it.
1045000	1048000	And it was part of a student's PhD thesis.
1048000	1049000	So imagine an office chair.
1049000	1050000	Not this crap you're sitting on.
1050000	1054000	This looks like kindergarten or old folks home or something.
1054000	1055000	I don't know if it came up with this stuff.
1055000	1059000	But like a regular nice comfy office chair with a cushion, right, or something.
1059000	1062000	So underneath, in the cushion, there are pressure sensors.
1062000	1067000	Now geometrically, you kind of like arrange around where a person would sit.
1067000	1070000	And if you're wanting to know, it is not measuring your ass size.
1070000	1073000	And it's actually not even measuring your weight.
1073000	1076000	Well, it just measures pressure distribution.
1076000	1079000	Because most people tend to sit the same way.
1079000	1082000	So the idea was the same as keystrokes.
1082000	1089000	So when a person sits down and logs in, the system takes measurements of their pressure points, right?
1089000	1093000	Or they sit in the chair and creates a profile.
1093000	1099000	And so when a person walks away to get a coffee or use the bathroom or go to a meeting and forgets to log out,
1099000	1104000	and somebody else sits in the chair, well, their thought is going to be different.
1104000	1106000	It's just different, right?
1106000	1107000	Trust me.
1107000	1108000	Trust me.
1108000	1109000	We've done experiments.
1109000	1112000	And people enjoyed those.
1112000	1113000	Generally.
1113000	1128000	And so the only way to subvert that biometric was essentially to create a very careful fake butt with just the right distribution of pressure.
1128000	1130000	Quite a high barrier of pressure.
1130000	1132000	The other method we experimented here is this.
1132000	1136000	And that also is a little strange, but it was pretty effective.
1136000	1143000	It is electricity and human body impedance or resistance, right?
1143000	1146000	So as you're familiar with static electricity, right?
1146000	1151000	You're familiar with maybe lamps that you have to touch in order to turn them on.
1151000	1153000	So you've seen those?
1153000	1154000	Yeah?
1154000	1155000	Well, they work kind of the same.
1155000	1157000	So essentially you're closing a circuit, right?
1157000	1161000	When you're touching a lamp like that.
1161000	1167000	So the idea here is to essentially measure human body's conductivity, right?
1167000	1174000	By sending an electric pulse from one hand and measuring that same electric pulse in the other hand.
1174000	1178000	Now clearly not, you know, we don't want to electrocute anybody.
1178000	1181000	That would be one and only way to measure, right?
1181000	1183000	And that's it.
1183000	1184000	No.
1184000	1186000	Sending a very weak electric signal, one volt.
1186000	1187000	That's the idea.
1187000	1188000	Okay?
1188000	1202000	And so one volt signal, maximum current, 0.1 milliampere, exposure about 100 nanoseconds.
1202000	1205000	Now this is opposed to, say, a regular battery.
1205000	1206000	You know if you lick a battery?
1206000	1209000	You know if you lick the battery as a kid?
1209000	1210000	I know a lot of kids did.
1210000	1211000	I did.
1211000	1213000	You know the ones with two terminals?
1213000	1215000	You get the sour taste?
1215000	1217000	Well, you know, you actually get electricity to pass through.
1217000	1220000	But it's much higher than what we would do.
1220000	1225000	So humans don't feel this amount of electricity.
1225000	1232000	And we had to, of course, obtain authorizations because the university would not allow us to do something that's dangerous.
1232000	1234000	So we had an authorization for this.
1234000	1236000	And the idea was, what was the use case?
1236000	1239000	The use case, suppose you have an ATM machine, right?
1239000	1240000	And you want to have your own money.
1240000	1244000	So you enter, today you have a metallic pin pad, right?
1244000	1246000	On the ATM machines.
1246000	1250000	And then imagine, in addition to that, you had a little metallic surface, right?
1250000	1251000	Like some kind of circle.
1251000	1254000	When you put one hand here and you type with the other hand, your pin.
1254000	1256000	You don't need two hands to type a pin, right?
1256000	1258000	Most people do not use two hands.
1258000	1259000	Pin is one hand.
1259000	1265000	So while you're typing the pin, it's sending this signal and measures your body connectivity.
1265000	1266000	That's one scenario.
1266000	1269000	The other scenario is just a metallic keyboard, right?
1269000	1274000	So today, most consumer keyboards, cheap ones, right?
1274000	1275000	Are plastic.
1275000	1276000	They have the other issue.
1276000	1278000	We might talk about something at some point.
1278000	1284000	But there are some more expensive, more fancy keyboards that are metallic.
1284000	1285000	Okay?
1285000	1289000	And if you're typing on a metallic keyboard, while you're typing, you can send this.
1289000	1292000	Especially if you're not a, like, you're a hundred-pack type.
1292000	1294000	So this is more.
1294000	1295000	Right?
1295000	1297000	So that's the idea, continuous authentication.
1297000	1302000	Yeah, so we actually had a setup with a scope, a oscilloscope, waveform generator.
1302000	1305000	And you see these brass handles.
1305000	1306000	Big brass handles.
1306000	1308000	So the idea was that the human would sit.
1308000	1313000	The participant in our study would sit there and we would vary a little bit like the timing
1313000	1318000	and send this very weak signal and measure the response in the other hand.
1318000	1325000	And it actually turned out, we didn't have a lot of people, but we had 30 subjects for snapshot measurements
1325000	1328000	and 16 for long-term measurements, just stability.
1328000	1334000	As you can imagine, unfortunately, the male to female ratio is difficult in computer science
1334000	1336000	or in this part of campus.
1336000	1338000	So they weren't, it wasn't always very well split.
1338000	1343000	But there was no difference between male and female subjects.
1343000	1348000	The snapshot data sample basically misidentification was very low.
1348000	1353000	So most of the, most of the measurements were quite encouraging.
1353000	1356000	Well, it didn't work as well as over time.
1356000	1359000	It was measured over days or weeks.
1359000	1361000	The accuracy went down.
1361000	1367000	And one of the reasons it does is that if you are dehydrated, right, as opposed to well hydrated,
1367000	1369000	the connectivity changes a little bit.
1369000	1374000	If you drink alcohol, which by the way also dehydrates you, but if you're just buying things alcohol,
1374000	1375000	that also changes.
1375000	1382000	Not that we didn't measure people after going to alcohol or anything like that, but we noticed that alcohol does change it.
1382000	1389000	And, but otherwise, it doesn't matter what mood you're in, how much sleep you got, their connectivity stays the same.
1389000	1394000	Yeah, so the only way to subvert it, yes, there is a way to subvert it, but it's not easy.
1394000	1399000	What you have to do is measure the victim's false response yourself, right, get the measurement from them,
1399000	1408000	and then strap essentially a contraption like this that provides exactly the same impedance or resistance,
1408000	1412000	and then use kind of like insulated gloves.
1412000	1416000	So then you might be able to pull this by metric.
1416000	1418000	Alright, so what are risks?
1418000	1421000	Of course, there are a lot of risks of using biometrics.
1421000	1428000	If you're using fingerprints in a wrong way, like for example, this was a trick that was quite common before,
1428000	1431000	it has nothing to do with digitization.
1431000	1438000	It was in the analog gaze that if a criminal managed to distract a law enforcement officer
1438000	1443000	and give the fingerprints in the wrong order, that they essentially will not be identified.
1443000	1444000	Okay?
1444000	1454000	Today, it's impossible to do that because every finger is identifiable as where it is, its location on your hand.
1454000	1456000	So it's not possible to do that.
1456000	1463000	Voice prints are easy to attack with recordings and also with advanced machine learning techniques
1463000	1468000	and bots that can generate based on training data.
1468000	1472000	If I record enough of your voice, you talk enough in class, I record enough of your voice,
1472000	1479000	I will be able to generate pretty accurate on-demand utterances by you.
1479000	1489000	So, if you wind up in the real world working with biometrics or choosing what kind of biometrics to use for your company,
1489000	1491000	stay the hell away from voice, okay?
1491000	1493000	Or anything audio.
1493000	1494000	Terrible.
1494000	1499000	Then there is the grainings fingers in a jar.
1499000	1504000	This was actually a case, at least not in this country, in the UK, where the pensioners, right?
1504000	1508000	They retired people were paid social security based on physical prints.
1508000	1511000	They had to authenticate using a fingerprint.
1511000	1521000	And so, you know, there was this case, I'm sure you can still find it, like 2003, where the grandma was dead for like five years,
1521000	1533000	but the family used the finger in the jar of Vaseline they preserved, you know, to essentially obtain payments every month.
1533000	1534000	Let's see.
1534000	1546000	Now, there is also the false negatives that accept rates of one in a million, and this was back like 20 years ago,
1546000	1551000	that there would be one in a million error, which means that if you know anything about the,
1551000	1553000	everybody here knows the birthday paradox.
1553000	1554000	Yes?
1554000	1555000	Okay.
1555000	1558000	The birthday paradox goes like this.
1558000	1572000	How many people does it take, at random, for them to have at least two, well, how many people should we select off the street, at random,
1572000	1581000	in order to have at least 50% probability of at least two of them having the same birth?
1581000	1584000	And the answer is, what do you think?
1584000	1587000	For like 6-0 million.
1587000	1590000	Well, no, that's for a million.
1590000	1592000	No, no, no.
1592000	1593000	No, no.
1593000	1594000	Hang on.
1594000	1595000	Just listen to my words.
1595000	1597000	People and birthdays.
1597000	1599000	Maybe birthdays?
1599000	1600000	You're close.
1600000	1604000	So most people will say, well, you know, if you want to make sure you have to have, like,
1604000	1608000	the easiest answer is, oh, I've got 365 people, right?
1608000	1610000	And then you'll have a duplicate, right?
1610000	1612000	That's, of course, guaranteed.
1612000	1615000	But what if you pick, I don't know, 180 people?
1615000	1617000	Will there be, what will be the chance?
1617000	1620000	It turns out it takes 23 people.
1620000	1625000	23, or square root, roughly square root of 365.
1625000	1642000	So if you have a million acceptance rate of one in a million, that means with only a square root of a million, like a 1609 or so, you get a 50% probability of a mismatch in a fingerprint.
1642000	1645000	Then there's Play-Doh fingers, right?
1645000	1650000	Where people, because you see the fingerprints are liftable, right?
1650000	1652000	You leave a fingerprint, right?
1652000	1658000	And once I get your fingerprint, or I lift your fingerprint, I'd say, right?
1658000	1660000	Exactly how the police does it, right?
1660000	1665000	I can build a 3D object with that fingerprint on it.
1665000	1668000	And so think about Play-Doh.
1668000	1672000	Play-Doh has this nice characteristic, right?
1672000	1677000	That it's malleable, and it's soft, right?
1677000	1687000	That if you imagine you impress the fingerprint that you lifted onto a Play-Doh, it will look just like a fingertip.
1687000	1691000	Also, it's easy to warm up Play-Doh, right?
1691000	1700000	So if the fingerprint reader takes temperature, just to make sure it's a live, warm finger, not a cold, dead finger, it's also easy to do with Play-Doh.
1700000	1702000	And there were stories about this.
1702000	1709000	And so there was a study in the 90s, I think, at this Clarkson University of New York event, how you can make it.
1709000	1714000	And they actually succeeded in pulling some, at the time, fingerprint authentication systems.
1714000	1721000	And what they suggested is they should do like a perspiration test, because even if you think your fingertips are dry, actually they're not completely dry.
1721000	1724000	There's like some kind of moisture there.
1724000	1726000	But it's also easy.
1726000	1730000	So fingerprints are yesterday's news, right?
1730000	1741000	Then there was this case also like 20-something years ago when Mercedes, high-end Mercedes, started using the fingerprints to unlock cars, right?
1741000	1744000	There are still some cars out there that use them, by the way.
1744000	1746000	Maybe you've seen them.
1746000	1754000	So, yeah, some business consumer was cut off just to steal his Mercedes.
1754000	1755000	Handwriting.
1755000	1767000	Again, I mentioned this earlier, but you can use, you can trade, this was already 20 years ago, you could trade a machine learning model to generate very believable looking,
1767000	1773000	or very, very authentic looking duplicates or fakes of somebody's handwriting.
1773000	1788000	And stare at it as all you want is very difficult to recognize without me showing you this, which one is, you know, without labels, which one is fake.
1788000	1802000	So, in summary, biometrics are, can be helpful, they are nice because they put no load on you generally, on us humans.
1802000	1806000	You sit in a chair, you sit anyway.
1806000	1808000	You put a fingerprint and what's the load, right?
1808000	1813000	Even with iris scans, typing on a keyboard to type anyway, right?
1813000	1819000	So, if you're being authenticated as you type, that's no longer new.
1819000	1823000	But, they're tricky to use on a large scale.
1823000	1828000	They require in-person enrollment.
1828000	1837000	In order to have secure enrollment, and you will see this if you haven't yet, when you work in the real world and you have a biometric system that is in place,
1837000	1842000	you will be required to have an in-person enrollment, even if you are a remote worker.
1842000	1846000	So, they are hard to re-block.
1846000	1849000	And they require this pervasive infrastructure, right?
1849000	1853000	So, if you're using iris scans, they have to be iris cameras everywhere you want to protect.
1853000	1862000	Every computer, every secure office, everything has to be protected with that equipment.
1862000	1864000	So, let's see.
1864000	1871000	So, biometrics are about what you are, inherently what you are, but now, remember, the other factor is what you have, right?
1871000	1872000	What you have.
1872000	1877000	So, what you know, what you are, and now what you have.
1877000	1883000	So, imagine you have something like a dongle of some sort, right?
1883000	1889000	You know, something like a little tag, a phone, some object, right?
1889000	1894000	So, it's not part of your body anymore, and it's not inside your brain.
1894000	1897000	It's rather an object that you have in your possession.
1897000	1902000	So, now, imagine that you, user, and the system share a secret.
1902000	1907000	Now, not password, not password, okay?
1907000	1913000	Long, strong secret, okay?
1913000	1917000	So, very simple.
1917000	1921000	You want to log in, the system says, here's a challenge.
1921000	1930000	It generates a random, unpredictable challenge, and tells it, prove to me that based on this challenge, you know the secret.
1930000	1933000	That you and I share.
1933000	1944000	And you reply, with some function, cryptographic, obviously, of the key that you have, and the challenge that was just sent to you.
1944000	1946000	The system verifies, right?
1946000	1948000	Because it can recompute the same function.
1948000	1956000	It knows the challenge, it sent it, it knows the key, it shares it with you, compares the two values, success or failure.
1956000	1962000	This is strictly better, right?
1962000	1968000	If someone eavesdrops on this communication, what can they do?
1968000	1971000	Good force, right?
1971000	1976000	Same as put password, except with password, the adversary was in luck.
1976000	1981000	The passwords came from a very small, pathetic space.
1981000	1985000	But here, the key comes from a truly random space, right?
1985000	1991000	So, if the key is 160 bits long or 256 bits long, good luck to the adversary doing brute force.
1991000	1995000	Not possible, not viable, right?
1995000	2000000	Now, that's a big question.
2000000	2011000	If we could get the user to compute the f, that would be nice, but the users aren't good at computing functions, right?
2011000	2014000	So, it has to be done by something else.
2014000	2015000	Okay?
2015000	2018000	By some other object.
2018000	2027000	So, this is what's called challenge and response certification.
2027000	2031000	And here, like I said, user and system share a key, right?
2031000	2033000	Challenge, response.
2033000	2039000	The idea is, the key stays secret because it's random, strong, and nobody leaks it, right?
2039000	2044000	And the adversary only sees that function of the key and the random challenge.
2044000	2047000	And it's fresh.
2047000	2058000	Fresh means, if a challenge is short, let's say we were stupid, or we didn't take a security course,
2058000	2063000	and we said, let's make challenge 16 bits.
2063000	2068000	What happened?
2070000	2075000	Remember, challenge is random.
2075000	2079000	What will happen over time?
2079000	2083000	In fact, we will see every challenge and we will answer everything.
2083000	2084000	Uh-huh.
2084000	2085000	But it's worse than that.
2085000	2087000	The birthday.
2087000	2090000	It's worse than that.
2090000	2091000	Right?
2091000	2097000	The adversary will see, will record all the challenges and responses, and will just wait
2097000	2098000	for a repeat.
2098000	2106000	And when the repeat comes, or the adversary will record enough challenge responses that
2106000	2111000	when it wants to impersonate the user, user isn't there, but the adversary wants to log
2111000	2112000	in as the user.
2112000	2118000	The adversary will say, log in, and the system will say, there's a challenge.
2118000	2122000	The adversary quickly looks at a database of challenges that recorded, says, do I have it?
2122000	2123000	No.
2123000	2124000	Okay.
2124000	2125000	Abandoned login.
2125000	2128000	A little time later, not right away, because that will arise.
2128000	2129000	There's no suspicion.
2129000	2130000	The adversary will wait.
2130000	2131000	They're patient.
2131000	2133000	Another login.
2133000	2136000	The system generates another challenge.
2136000	2141000	The adversary looks in this table of reported challenges and responses.
2141000	2142000	Oh.
2142000	2143000	Got it.
2143000	2144000	He can respond.
2144000	2146000	Does that make sense?
2146000	2156000	With a sufficiently long challenge, like 160 bits, 256 bits, the probability of challenge
2156000	2160000	repeating, astronomically small.
2160000	2161000	Okay?
2161000	2164000	So the challenges need to be long enough.
2164000	2170000	Indeed, the birthday paradox tells us, right, that they should be, today, you want to have
2170000	2175000	at least 160 bits of challenge for decent security.
2175000	2183000	So, which means that the system needs to be assured that when the response comes back,
2183000	2186000	it is fresh.
